train_history,val_history,epoch
0.7289190292358398,0.596413791179657,0
0.6530609130859375,0.6271543502807617,1
0.6136615872383118,0.5737565159797668,2
0.5805046558380127,0.5760719180107117,3
0.5520901679992676,0.5834463238716125,4
0.5225708484649658,0.5872268676757812,5
0.49600714445114136,0.6147493720054626,6
0.4700181186199188,0.6217847466468811,7
0.4451873302459717,0.6151465773582458,8
0.4212171733379364,0.6280016303062439,9
