train_history,val_history,epoch
0.5814521908760071,0.5768899321556091,0
0.5513530373573303,0.5778998136520386,1
0.5248910784721375,0.6109127402305603,2
0.4948395788669586,0.5900880098342896,3
0.4717586636543274,0.6255820393562317,4
0.446770578622818,0.6305439472198486,5
0.42009884119033813,0.6663870811462402,6
0.3963429927825928,0.6715430617332458,7
0.3777308464050293,0.6764568090438843,8
0.3578042685985565,0.6959362626075745,9
